enhancer_id,chromosome,start_position,end_position,enhancer_type,tissue_context,disease_name,target_gene,transcription_factor
E_01_0506,chr16,53051758,53053758,Enhancer,Osteosarcoma tissues | U2OS osteosarcoma cells,nothing,CHD9,
E_01_0507,chr19,41216765,41218765,Enhancer,connective tissue | HEK293 cell,cancer,AXL,
E_01_0508,chr7,45108306,45110306,Enhancer,Placental tissue,Preeclampsia,Bax,
E_01_0509,chr4,108044785,108046785,Enhancer,/,Sinonasal tubular cell tumor (sn-gpc),,LEF1
E_01_0510,chr1,205825403,205827403,Enhancer,lymphoid tissue | Immortalized B cells,Alzheimer's disease (AD),PM20D1,
E_01_0511,chrX,44870832,44872832,Enhancer,connective tissue,Acute myeloid leukemia,KDM6A,
E_01_0512,chr13,40553262,40555262,Enhancer,Epithelial tissues | endometrial stromal cell,nothing,,FOXO1
E_01_0513,chr6,108557419,108559419,Enhancer,connective tissue,nothing,,FOXO3
E_01_0513,chr8,144289380,144291380,Enhancer,connective tissue,nothing,,HSF1
E_01_0513,chr6,159666205,159668205,Enhancer,connective tissue,nothing,SOD2,
E_01_0513,chr1,67682158,67684158,Enhancer,connective tissue,nothing,,GADD45A
E_01_0514,chr7,148804423,148806423,Enhancer,connective tissue,Conjunctival malignant melanoma (CM),,EZH2
E_01_0514,chr6,36673567,36675567,Enhancer,connective tissue,Conjunctival malignant melanoma (CM),,CDKN1A
E_01_0515,chr20,10635162,10637162,Enhancer,Gastric cancer tissues | GC cell,gastric cancer,JAG1,
E_01_0515,chr7,148804261,148806261,Enhancer,Gastric cancer tissues | GC cell,gastric cancer,,EZH2
E_01_0516,chr8,127791607,127793607,Enhancer,connective tissue | HEK293T,mammary cancer,PVT1,
E_01_0517,chr19,6658582,6660582,Enhancer,Epithelial tissues | Normal human epidermal melanocytes,Skin pigmentation disturbances,TNFSF14,
E_01_0518,chr2,27768990,27770990,Enhancer,MCF-7 cell,Schizophrenia (SCZ),MRPL33,
E_01_0520,chr17,28503593,28505593,Enhancer,Epithelial tissues | Normal human bronchial epithelial cell,Non small cell lung cancer (NSCLC),FOXN1,
E_01_0520,chr7,148804538,148806538,Enhancer,Epithelial tissues | Normal human bronchial epithelial cell,Non small cell lung cancer (NSCLC),,EZH2
E_01_0521,chr7,148804870,148806870,Enhancer,NPC tissues | human NPC cell line 5-8F,Nasopharyngeal carcinoma (NPC),,EZH2
E_01_0521,chr18,20944510,20946510,Enhancer,NPC tissues | human NPC cell line 5-8F,Nasopharyngeal carcinoma (NPC),ROCK1,
E_01_0522,chr7,45108303,45110303,Enhancer,Myocardial tissue | H9c2 cell,Diabetes complicating myocardial infarction,Bax,
E_01_0523,chr8,17024798,17026798,Enhancer,connective tissue,nothing,MICU3,
E_01_0523,chr10,72364869,72366869,Enhancer,connective tissue,nothing,MICU1,
E_01_0523,chr13,21489948,21491948,Enhancer,connective tissue,nothing,MICU2,
E_01_0524,chr2,148641473,148643473,Enhancer,,Endometrial stromal sarcoma (lg-ess),EPC2,
E_01_0524,chr6,33407576,33409576,Enhancer,,Endometrial stromal sarcoma (lg-ess),PHF1,
E_01_0524,chr7,27827645,27829645,Enhancer,,Endometrial stromal sarcoma (lg-ess),JAZF1,
E_01_0524,chr1,37487175,37489175,Enhancer,,Endometrial stromal sarcoma (lg-ess),MEAF6,
E_01_0524,chr5,138137040,138139040,Enhancer,,Endometrial stromal sarcoma (lg-ess),BRD8,
E_01_0525,chr10,88951288,88953288,Enhancer,adipose tissue | 3T3-L1 cell,"Obesity, diabetes, hypertension, atherosclerosis, cancer",,FAS
E_01_0526,chr17,43751286,43753286,Enhancer,Embryonic craniofacial tissues | cranial neural crest cell,"Cleft lip, cleft palate",SOST,
E_01_0526,chr17,72118287,72120287,Enhancer,Embryonic craniofacial tissues | cranial neural crest cell,"Cleft lip, cleft palate",,SOX9
E_01_0526,chr1,3066882,3068882,Enhancer,Embryonic craniofacial tissues | cranial neural crest cell,"Cleft lip, cleft palate",PRDM16,
E_01_0526,chr8,127732417,127734417,Enhancer,Embryonic craniofacial tissues | cranial neural crest cell,"Cleft lip, cleft palate",,MYC
E_01_0527,chr5,88714300,88716300,Enhancer,Liver cancer tissues | Hepatic cancer cell lines PHCC,liver cancer,,MEF2C
E_01_0527,chr7,55016424,55018424,Enhancer,Liver cancer tissues | Hepatic cancer cell lines PHCC,liver cancer,,EGFR
E_01_0529,chr7,148804458,148806458,Enhancer,Colon tissue | colon cancer cell line HCT116,Colorectal cancer (CRC),,EZH2
E_01_0531,chr8,81476346,81478346,Enhancer,adipose tissue | 3T3-L1 preadipocytes,nothing,,FABP4
E_01_0531,chr19,16321898,16323898,Enhancer,adipose tissue | 3T3-L1 preadipocytes,nothing,,KLF2
E_01_0531,chr11,34436459,34438459,Enhancer,adipose tissue | 3T3-L1 preadipocytes,nothing,CAT,
E_01_0531,chr21,31656703,31658703,Enhancer,adipose tissue | 3T3-L1 preadipocytes,nothing,SOD1,
E_01_0532,chr3,108040485,108042485,Enhancer,B16-F10 cell,"Cancer, melanoma",,CD47
E_01_0532,chr19,12935602,12937602,Enhancer,B16-F10 cell,"Cancer, melanoma",CALR,
E_01_0532,chr10,131964518,131966518,Enhancer,B16-F10 cell,"Cancer, melanoma",BNIP3,
E_01_0533,chr1,22021633,22023633,Enhancer,The hFOB 1.19 cells,Osteoporosis,LINC00339,
E_01_0533,chr16,67559744,67561744,Enhancer,The hFOB 1.19 cells,Osteoporosis,,CTCF
E_01_0533,chr6,10390461,10392461,Enhancer,The hFOB 1.19 cells,Osteoporosis,,TFAP2A
E_01_0533,chr1,22049511,22051511,Enhancer,The hFOB 1.19 cells,Osteoporosis,CDC42,
E_01_0535,chr17,42310982,42312982,Enhancer,Nervous tissue | brain pericyte,Neuroinflammation,,STAT3
E_01_0536,chr16,23780812,23782812,Enhancer,lymphoid tissue | cD4+ T cell,asthma,Bcl6,
E_01_0537,chr8,7052292,7054292,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),DEFA5,
E_01_0537,chr8,6922235,6924235,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),DEFA6,
E_01_0537,chr2,79117802,79119802,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),REG1A,
E_01_0537,chr2,79082390,79084390,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),REG1B,
E_01_0537,chr2,79154511,79156511,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),REG3A,
E_01_0537,chr3,190302823,190304823,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),,CLDN1
E_01_0537,chrX,106897354,106899354,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CLDN2,
E_01_0537,chr13,95431053,95433053,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CLDN10,
E_01_0537,chr21,36457908,36459908,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CLDN14,
E_01_0537,chr3,137995503,137997503,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CLDN18,
E_01_0537,chr3,186927501,186929501,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),ST6GAL1,
E_01_0537,chr4,73737783,73739783,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),,CXCL8
E_01_0537,chr4,73833876,73835876,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),,CXCL6
E_01_0537,chr4,73850235,73852235,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),PF4V1,
E_01_0537,chr4,73866918,73868918,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CXCL1,
E_01_0537,chr4,73978159,73980159,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),PF4,
E_01_0537,chr4,73983469,73985469,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),PPBP,
E_01_0537,chr4,73993410,73995410,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CXCL5,
E_01_0537,chr4,74033547,74035547,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),,CXCL3
E_01_0537,chr4,74051398,74053398,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),PPBPP2,
E_01_0537,chr4,74093762,74095762,Enhancer,Colon tissue | monocyte cells,Inflammatory bowel disease (IBD),CXCL2,
E_01_0538,chr1,207878058,207880058,Enhancer,connective tissue,Osteoporosis,CD34,
E_01_0538,chr8,19899572,19901572,Enhancer,connective tissue,Osteoporosis,,LPL
E_01_0538,chr17,37082220,37084220,Enhancer,connective tissue,Osteoporosis,ACACA,
E_01_0538,chr10,52311147,52313147,Enhancer,connective tissue,Osteoporosis,DKK1,
E_01_0538,chr4,153777800,153779800,Enhancer,connective tissue,Osteoporosis,SFRP2,
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial tissues | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),,GNAI1
E_01_0539,chr2,96332647,96334647,Enhancer,Epithelial tissues | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),NCAPH,
E_01_0539,chr20,46006178,46008178,Enhancer,Epithelial tissues | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),,MMP9
E_01_0539,chr20,56366570,56368570,Enhancer,Epithelial tissues | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),AURKA,
E_01_0539,chr7,148805000,148807000,Enhancer,Epithelial tissues | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),,EZH2
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,nothing,,EZH2
E_01_0540,chr17,31934321,31936321,Enhancer,MDA-MB-231,nothing,,SUZ12
E_01_0540,chr12,19401282,19403282,Enhancer,MDA-MB-231,nothing,AEBP2,
E_01_0540,chr19,49673356,49675356,Enhancer,MDA-MB-231,nothing,PRMT1,
E_01_0540,chr19,10130545,10132545,Enhancer,MDA-MB-231,nothing,,DNMT1
E_01_0540,chr19,2161241,2163241,Enhancer,MDA-MB-231,nothing,DOT1L,
E_01_0541,chr3,38545384,38547384,Enhancer,Myotome | RL14,nothing,SCN5A,
E_01_0541,chr5,88714350,88716350,Enhancer,Myotome | RL14,nothing,,MEF2C
E_01_0541,chr19,7955547,7957547,Enhancer,Myotome | RL14,nothing,,ELAVL1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,nothing,RAD21,
E_01_0542,chr14,76308013,76310013,Enhancer,ES cell,nothing,ESRRB,
E_01_0542,chr12,7785298,7787298,Enhancer,ES cell,nothing,NANOG,
E_01_0542,chr3,181709216,181711216,Enhancer,ES cell,nothing,,SOX2
E_01_0542,chr4,145478124,145480124,Enhancer,ES cell,nothing,,SMAD1
E_01_0542,chr20,33672341,33674341,Enhancer,ES cell,nothing,,E2F1
E_01_0542,chrX,24146480,24148480,Enhancer,ES cell,nothing,ZFX,
E_01_0542,chr17,42310299,42312299,Enhancer,ES cell,nothing,,STAT3
E_01_0542,chr9,107482207,107484207,Enhancer,ES cell,nothing,,KLF4
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,nothing,,FOXA1
E_01_0543,chr10,8042658,8044658,Enhancer,MCF7 cell,nothing,,GATA3
E_01_0543,chr16,67559243,67561243,Enhancer,MCF7 cell,nothing,,CTCF
E_01_0543,chr17,45891764,45893764,Enhancer,MCF7 cell,nothing,MAPT,
E_01_0543,chr8,127792179,127794179,Enhancer,MCF7 cell,nothing,PVT1,
E_01_0543,chr8,127732985,127734985,Enhancer,MCF7 cell,nothing,,MYC
E_01_0545,chr1,161763600,161765600,Enhancer,Epithelial tissues | HUVECs,nothing,,ATF6
E_01_0546,chr6,388985,390985,Enhancer,/,Multiple myeloma (mm),,IRF4
E_01_0546,chr6,105990201,105992201,Enhancer,/,Multiple myeloma (mm),,PRDM1
E_01_0546,chr3,187718617,187720617,Enhancer,/,Multiple myeloma (mm),,BCL6
E_01_0547,chr19,10957975,10959975,Enhancer,malignant rhabdoid tumour cells,"Refractory B-cell non Hodgkin lymphoma, advanced solid tumor, epithelioid sarcoma",,SMARCA4
E_01_0548,chr6,53494801,53496801,Enhancer,Myogenic Precursor Cell,Severe chronic obstructive pulmonary disease (COPD),GCLC,
E_01_0548,chr1,93882524,93884524,Enhancer,Myogenic Precursor Cell,Severe chronic obstructive pulmonary disease (COPD),GCLM,
E_01_0549,chr11,1155170,1157170,Enhancer,Epithelial tissues | NCI-H292 cell,Allergic and inflammatory airway disease,MUC5AC,
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,,MYC
E_01_0550,chr7,92602168,92604168,Enhancer,U2OS,Osteosarcoma,CDK6,
E_01_0550,chr1,218342648,218344648,Enhancer,U2OS,Osteosarcoma,,TGFB2
E_01_0550,chr17,7658920,7660920,Enhancer,U2OS,Osteosarcoma,,TP53
E_01_0550,chr13,48300777,48302777,Enhancer,U2OS,Osteosarcoma,,RB1
E_01_0550,chr8,144508621,144510621,Enhancer,U2OS,Osteosarcoma,RECQL4,
E_01_0550,chr8,31031131,31033131,Enhancer,U2OS,Osteosarcoma,WRN,
E_01_0550,chr15,90714881,90716881,Enhancer,U2OS,Osteosarcoma,BLM,
E_01_0550,chr19,15232605,15234605,Enhancer,U2OS,Osteosarcoma,,BRD4
E_01_0551,chr7,148804872,148806872,Enhancer,RBE cell,Cholangiocarcinoma (CCA),,EZH2
E_01_0551,chr19,10130306,10132306,Enhancer,RBE cell,Cholangiocarcinoma (CCA),,DNMT1
E_01_0551,chr5,142307868,142309868,Enhancer,RBE cell,Cholangiocarcinoma (CCA),SPRY4,
E_01_0554,chr14,100235409,100237409,Enhancer,,nothing,,YY1
E_01_0554,chr7,148804617,148806617,Enhancer,,nothing,,EZH2
E_01_0555,chr17,78850169,78852169,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,TIMP2
E_01_0555,chr16,55386880,55388880,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,MMP2
E_01_0555,chr20,46005981,46007981,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,MMP9
E_01_0556,chr12,2956797,2958797,Enhancer,,nothing,,TEAD4
E_01_0556,chr3,8731543,8733543,Enhancer,,nothing,CAV3,
E_01_0556,chr11,12671689,12673689,Enhancer,,nothing,,TEAD1
E_01_0556,chr19,49338067,49340067,Enhancer,,nothing,,TEAD2
E_01_0556,chr6,35470953,35472953,Enhancer,,nothing,,TEAD3
E_01_0556,chr4,2840932,2842932,Enhancer,,nothing,ADD1,
E_01_0557,chr11,61796856,61798856,Enhancer,CD4+ cells,nothing,FADS1,
E_01_0557,chr11,61790368,61792368,Enhancer,CD4+ cells,nothing,FADS2,
E_01_0558,chrX,49247713,49249713,Enhancer,lymphoid tissue | regulatory T cell,Immune tolerance,,FOXP3
E_01_0560,chr5,88714226,88716226,Enhancer,Nervous tissue,,,MEF2C
E_01_0562,chr7,76300187,76302187,Enhancer,Epithelial tissues | Human skin cell,Skin Cancer,HSPB1,
E_01_0567,chr1,156461285,156463285,Enhancer,connective tissue | TSCC cell,Tongue squamous cell carcinoma,MEF2D,
E_01_0569,chrX,15492185,15494185,Enhancer,connective tissue | mammary alveolar cell,The novel coronavirus,ACE2,
E_01_0574,chr17,39755055,39757055,Enhancer,lymphoid tissue | CD4 + T cell,Inflammatory,,IKZF3
E_01_0581,chr20,22578355,22580355,Enhancer,PCa cell,Prostate cancer,,FOXA2
E_01_0585,chr1,167050287,167052287,Enhancer,lymphoid tissue | T cell,,GPA33,
E_01_0586,chr7,148804495,148806495,Enhancer,Triple-negative breast cancer cell,"High-grade 
serous ovarian carcinoma",,EZH2
E_01_0591,chr2,15937714,15939714,Enhancer,Nervous tissue | neuroblastoma cell,Neuroblastoma,,MYCN
E_01_0595,chr4,176680985,176682985,Enhancer,Epithelial tissues | aortic endothelial cell,,,VEGFC
E_01_0595,chr12,95073751,95075751,Enhancer,Epithelial tissues | aortic endothelial cell,,FGD6,
E_01_0595,chr1,245151859,245153859,Enhancer,Epithelial tissues | aortic endothelial cell,,KIF26B,
E_01_0596,chr7,148804304,148806304,Enhancer,connective tissue | HEK293T,Prostate cancer,,EZH2
E_01_0597,chr22,42123282,42125282,Enhancer,connective tissue | Liver Tissue Cell,,CYP2D6,
E_01_0600,chr1,173856174,173858174,Enhancer,Epithelial tissues | ARPE 19 cell,Inflammation,,GAS5
E_01_0601,chr1,181086111,181088111,Enhancer,Epithelial tissues | Siha cell,Cervical cancer,,IER5
E_01_0603,chr1,247413679,247415679,Enhancer,connective tissue | endometrial stromal cell,Endometrial inflammasome activation accompanies,NLRP3,
E_01_0606,chr7,148804812,148806812,Enhancer,connective tissue | stromal cell,Human intrahepatic cholangiocarcinoma,,EZH2
E_01_0610,chr7,148804294,148806294,Enhancer,connective tissue | hepatocyte,Urothelial cancer,,EZH2
E_01_0611,chr3,181708842,181710842,Enhancer,Epithelial tissues,,,SOX2
E_01_0612,chr4,73992599,73994599,Enhancer,Epithelial tissues | isolation procedure of endometrial cell,Menstruation,CXCL5,
E_01_0613,chr4,99273246,99275246,Enhancer,Nervous tissue | neuronal cell,,ADH1A,
E_01_0613,chr4,99302297,99304297,Enhancer,Nervous tissue | neuronal cell,,ADH1B,
E_01_0613,chr4,99334004,99336004,Enhancer,Nervous tissue | neuronal cell,,ADH1C,
E_01_0613,chr4,99120847,99122847,Enhancer,Nervous tissue | neuronal cell,,ADH4,
E_01_0615,chr6,32575193,32577193,Enhancer,connective tissue | HepG2 cell,Cancer,HLA-DRB1,
E_01_0616,chr7,16788652,16790652,Enhancer,connective tissue | Lung cancer cell,Lung Adenocarcinomas,AGR2,
E_01_0617,chr2,55863294,55865294,Enhancer,,,EFEMP1,
E_01_0618,chr1,161036785,161038785,Enhancer,,Premature atherosclerosis,,USF1
E_01_0618,chr1,55036498,55038498,Enhancer,,Premature atherosclerosis,PCSK9,
E_01_0619,chr14,23627675,23629675,Enhancer,T cell,Human Acute,DHRS2,
E_01_0619,chr4,108045186,108047186,Enhancer,T cell,Human Acute,,LEF1
E_01_0621,chr16,86507926,86509926,Enhancer,Epithelial tissues | epithelial cell,Alveolar capillary dysplasia,,FOXF1
E_01_0622,chr7,148804477,148806477,Enhancer,Epithelial tissues | MGC-803 cell,Gastric cancer,,EZH2
E_01_0623,chr6,107150118,107152118,Enhancer,,Ischaemic cardiomyopathy,PDSS2,
E_01_0624,chr7,148804015,148806015,Enhancer,Epithelial tissues | HSC 2 cell,Oral squamous cell carcinoma,,EZH2
E_02_0343,chr8,127732513,127734513,Enhancer,connective tissue | CWR22Rv1 cell,Prostate cancer,MYC,
E_02_0344,chr8,127732819,127734819,Enhancer,connective tissue | LNCaP,Prostate cancer,MYC,
E_02_0348,chrX,7437073,7439073,Enhancer,lymphoid tissue | T cell,,Foxp3,
E_02_0351,chr11,44561492,44563492,Enhancer,Epithelial tissues | HUVECs,Kaposi s sarcoma,CD82,
E_02_0352,chr14,60641121,60643121,Enhancer,Epithelial tissues | endothelial cell,Cardiac hypertrophy,SIX1,
E_02_0353,chr1,156460830,156462830,Enhancer,Nervous tissue | HT22 neuronal cell,Cerebral ischemia,MEF2D,
E_02_0354,chr5,138463046,138465046,Enhancer,preosteoblast,Osteogenic differentiation,EGR1,
E_02_0355,chr11,27651837,27653837,Enhancer,Nervous tissue | hippocampal neuron,Endometriosis,BDNF,
E_02_0356,chr17,27054366,27056366,Enhancer,precursor cell,,Nkx2-5,
E_02_0358,chr5,51380949,51382949,Enhancer,connective tissue | Embryonic kidney cells,Diabetic Peripheral,ISL1,
E_01_0627,chr8,101489305,101491305,Enhancer,MCF-7 cell,nothing,,GRHL2
E_01_0628,chr15,78562655,78564655,Enhancer,peripheral tissues,Nicotine dependence and other smoking related disorders,CHRNA5,
E_01_0629,chr2,60447405,60449405,Enhancer,Embryonic kidney cells,nothing,BCL11A,
E_01_0632,chr12,80714223,80716223,Enhancer,myoblast cell,Facioscapulohumeral muscular dystrophy,,MYF5
E_01_0634,chr21,38377315,38379315,Enhancer,tumor cell,prostatic cancer,,ERG
E_01_0634,chr21,41461274,41463274,Enhancer,tumor cell,prostatic cancer,,TMPRSS2
E_01_0634,chr10,87859710,87861710,Enhancer,tumor cell,prostatic cancer,,PTEN
E_01_0635,chr11,75397365,75399365,Enhancer,B cell,nothing,RPS3,
E_01_0639,chr15,61854218,61856218,Enhancer,T47D and MCF7 cells,Metastatic breast cancer,Myc,
E_01_0649,chr1,29144924,29146924,Enhancer,HCT116 cell,nothing,SRSF4,
E_01_0653,chr3,133743131,133745131,Enhancer,embryonic cell,nothing,TF,
E_01_0653,chr13,27958369,27960369,Enhancer,embryonic cell,nothing,,CDX2
E_01_0654,chr9,21138792,21140792,Enhancer,microglial cell,Hemorrhagic brain injury,Keap1,
E_01_0656,chr14,81469015,81471015,Enhancer,SH-SY5Y human neuroblastoma cells,Parkinson's disease,SEL1L,
E_01_0657,chr16,67560015,67562015,Enhancer,,Human papillomas,,CTCF
E_01_0658,chrX,72326686,72328686,Enhancer,lung tissue | normal human lung fibroblasts,Idiopathic pulmonary fibrosis (IPF),HDAC8,
E_01_0659,chr15,65655039,65657039,Enhancer,Motor neuron like cells,Amyotrophic lateral sclerosis and frontotemporal dementia,DENND4A,
E_02_0399,chr1,247413913,247415913,Enhancer,Mouse peritoneal macrophages,Cutaneous xanthomatosis and atherosclerosis,NLRP3,
E_01_0663,chr18,9705684,9707684,Enhancer,gastric cancer cell,gastric cancer,RAB31,
E_01_0664,chr4,125312022,125314022,Enhancer,breast cancer cell,Breast neoplasms,FAT4,
E_01_0668,chr8,22685034,22687034,Enhancer,Human primary epidermal keratinocytes,nothing,EGR3,
E_01_0669,chr7,148804560,148806560,Enhancer,Proximal tubular epithelial  cells,Acute kidney injury,,EZH2
E_01_0674,chr9,134314290,134316290,Enhancer,Umbilical cord (fetal) tissue,Maternal vitamin D osteoporosis,,RXRA
E_01_0675,chr10,43074329,43076329,Enhancer,Neoplastic tissues | HeLa cell,Medullary thyroid carcinoma (MTC),RET,
E_01_0677,chr1,202807906,202809906,Enhancer,normal lung tissues | NSCLC cell,Non small cell carcinoma,PCAT6,
E_01_0677,chr7,148804660,148806660,Enhancer,normal lung tissues | NSCLC cell,Non small cell carcinoma,,EZH2
E_01_0677,chr13,20970731,20972731,Enhancer,normal lung tissues | NSCLC cell,Non small cell carcinoma,LATS2,
E_01_0684,chr20,47206342,47208342,Enhancer,CH12 cell,nothing,ZMYND8,
E_01_0686,chr16,50739227,50741227,Enhancer,Synovial tissues | synovial cell,Rheumatoid arthritis,CYLD,
E_01_0688,chr13,83649606,83651606,Enhancer,Purkinje cell,,Mef2c,
E_01_0689,chr17,42310752,42312752,Enhancer,hepatocellular carcinoma cell,Human hepatocellular carcinoma,,STAT3
E_01_0692,chr14,100891966,100893966,Enhancer,A549 cell，  LC-2/ad cell，Panc1 cell,Lung and pancreatic cancer,MEG8,
E_01_0694,chr8,127077104,127079104,Enhancer,"A549 cell, SK-MES-1 cell, Calu-3 cell，H1299 cell，NHBE cell",Non small cell lung cancer,PRNCR1,
E_01_0694,chr6,125744682,125746682,Enhancer,"A549 cell, SK-MES-1 cell, Calu-3 cell，H1299 cell，NHBE cell",Non small cell lung cancer,,HEY2
E_01_0696,chr4,74362391,74364391,Enhancer,SW480 cell，RKO cell，HCT116 cell，Caco2 cell,colorectal cancer,EREG,
E_01_0698,chr3,128476533,128478533,Enhancer,endometrial stromal cell,nothing,,GATA2
E_01_0699,chr17,42697888,42699888,Enhancer,THP-1 cell,nothing,EZH1,
E_01_0703,chr7,148804639,148806639,Enhancer,SCLC  cell,small cell lung cancer,,EZH2
E_01_0707,chr11,102107729,102109729,Enhancer,Bone marrow-derived macrophages,nothing,,YAP1
E_01_0712,chr7,117284540,117286540,Enhancer,Liver tissue | HL-7702 cell,Liver injury,,CFTR
E_01_0714,chr7,55016381,55018381,Enhancer,HCC827 cell ，A549  cell,Non small cell lung cancer,,EGFR
E_01_0715,chr13,26129178,26131178,Enhancer,,colorectal cancer,RNF6,
E_01_0715,chr15,70045127,70047127,Enhancer,,colorectal cancer,,TLE3
E_02_0419,chr4,122823861,122825861,Enhancer,C6 cell,Gliomas,FGF2,
E_01_0721,chr9,122199438,122201438,Enhancer,,,LHX6,
E_01_0721,chr1,75126101,75128101,Enhancer,,,LHX8,
E_02_0421,chr2,132414057,132416057,Enhancer,adipose tissue | satellite cell,Duchenne muscular dystrophy (DMD),GPR39,
E_01_0723,chr16,10863348,10865348,Enhancer,T cell,"Immunosuppressed patients, sepsis",CIITA,
E_01_0723,chr16,67559766,67561766,Enhancer,T cell,"Immunosuppressed patients, sepsis",,CTCF
E_02_0423,chr9,127782900,127784900,Enhancer,smooth muscle cell,Vascular calcification,CDK9,
E_02_0424,chr1,145989675,145991675,Enhancer,hepatocyte,"Non alcoholic fatty liver disease, inflammation, liver fibrosis",TXNIP,
E_01_0726,chr3,122052619,122054619,Enhancer,,chronic inflammation,,CD86
E_02_0430,chr4,108044921,108046921,Enhancer,TA cell,"Colorectal cancer, adenomatous colorectal polyposis",LEF1,
E_01_0727,chr1,156460686,156462686,Enhancer,Gastric cancer tissues | gastric cancer cell,gastric cancer,MEF2D,
E_02_0435,chr17,82076134,82078134,Enhancer,3T3‑L1 adipocytes,Obesity,FASN,
E_01_0728,chr19,48952001,48954001,Enhancer,Saos-2 cell,,BAX,
E_01_0730,chr16,30955149,30957149,Enhancer,Mammary tissue | MCF-7 cell,mammary cancer,SETD1A,
E_01_0731,chr3,181709340,181711340,Enhancer,squamous cell,Squamous cell carcinomas (SCCs),,SOX2
E_01_0731,chr7,55016806,55018806,Enhancer,squamous cell,Squamous cell carcinomas (SCCs),,EGFR
E_01_0732,chr11,70200700,70202700,Enhancer,NSCLC cell,Non small cell lung cancer,FADD,
E_02_0437,chr8,23839381,23841381,Enhancer,endothelial cell,Acute lung injury (ALI),STC1,
E_02_0438,chr7,18083932,18085932,Enhancer,Y79 cell,Retinoblastoma,HDAC9,
E_02_0439,chr6,124838893,124840893,Enhancer,T cell,,Cd4,
E_02_0439,chr10,68557686,68559686,Enhancer,T cell,,TET1,
E_02_0439,chr2,73982554,73984554,Enhancer,T cell,,TET3,
E_01_0733,chr6,124838963,124840963,Enhancer,T cell,,Cd4,
E_01_0735,chr22,39517104,39519104,Enhancer,,Prostate cancer (CRPC),,ATF4
E_01_0735,chr20,360115,362115,Enhancer,,Prostate cancer (CRPC),TRIB3,
E_01_0736,chr15,40402996,40404996,Enhancer,,"Degenerative disc disease, inflammation, neurodegenerative disease, type 2 diabetes, rheumatoid arthritis",IVD,
E_02_0441,chr10,112147016,112149016,Enhancer,fat cell,"Obesity, diabetes, hypertension, CVD",GPAM,
E_01_0737,chr19,5555467,5557467,Enhancer,adipose tissue | mesenchymal stem cell,Obesity,TINCR,
E_01_0739,chr5,102751294,102753294,Enhancer,pigment cell,"Obesity, chronic inflammation",,MYCBP2
E_01_0739,chr16,89909594,89911594,Enhancer,HEK293T,"Obesity, chronic inflammation",MC1R,
E_01_0739,chr18,13879155,13881155,Enhancer,HEK293T,"Obesity, chronic inflammation",,MC2R
E_02_0443,chr13,83649673,83651673,Enhancer,myoblast cell,22q11.2 deletion syndrome,Mef2c,
E_02_0443,chr16,18397004,18399004,Enhancer,myoblast cell,22q11.2 deletion syndrome,Tbx1,
E_02_0447,chr8,66917586,66919586,Enhancer,Human colorectal carcinoma cell,colorectal cancer,SNHG6,
E_01_0743,chr4,53374689,53376689,Enhancer,GM12878 cell,Osteoarthritis (OA),FIP1L1,
E_01_0744,chr7,148804504,148806504,Enhancer,epithelial cell,"Gastrointestinal cancer, hepatocellular carcinoma",,EZH2
